7.371,-0.066, -0.004
7.366,0.078, 0.072
7.369,-0.056, -0.019
7.347,-0.050, -0.047
7.369,0.035, -0.025
7.374,0.029, 0.048
7.366,0.075, 0.069
7.366,0.252, 0.042
7.320,-0.078, -0.068
7.362,0.093, -0.025
7.340,-0.081, 0.008
7.366,-0.078, 0.039
7.366,-0.191, 0.048
7.279,-0.145, -0.001
7.342,-0.099, -0.080
7.347,-0.014, -0.126
7.347,-0.084, 0.085
7.340,0.530, -0.062
7.284,-0.124, 0.042
7.357,0.212, 0.027
7.318,0.359, 0.030
7.282,-0.108, 0.051
7.337,-0.081, 0.097
7.342,-0.188, -0.056
7.349,-0.157, -0.126
7.357,0.234, 0.054
7.265,0.008, -0.022
7.318,0.252, -0.004
7.342,0.133, 0.082
7.359,0.142, 0.136
7.316,-0.285, 0.106
7.299,-0.240, -0.004
7.347,-0.166, -0.025
7.299,-0.291, -0.047
7.342,0.060, 0.005
7.349,-0.121, -0.031
7.347,-0.237, 0.054
7.250,-0.011, -0.108
7.337,-0.179, 0.103
7.342,-0.111, -0.044
7.238,0.267, 0.057
7.349,0.127, 0.014
7.282,0.264, -0.089
7.352,0.173, -0.074
7.342,-0.237, 0.063
7.296,0.365, -0.001
7.333,0.343, 0.088
7.323,-0.218, 0.020
7.328,-0.182, -0.007
7.335,0.420, 0.039
7.333,-0.215, -0.117
7.320,-0.447, 0.042
7.337,0.157, -0.010
7.304,0.411, -0.071
7.342,-0.124, -0.001
7.333,-0.243, -0.022
7.325,-0.325, -0.010
7.345,0.090, -0.062
7.296,0.304, 0.072
7.337,-0.081, -0.022
7.342,-0.279, 0.133
7.294,-0.276, -0.022
7.337,0.102, 0.024
7.318,-0.288, -0.178
7.296,0.273, 0.014
7.245,0.182, 0.063
7.243,0.191, -0.028
7.333,0.102, -0.047
7.347,-0.175, 0.027
7.299,0.350, -0.053
7.349,0.212, 0.069
7.250,0.249, -0.105
7.316,-0.056, -0.150
7.250,0.166, 0.011
7.335,-0.328, 0.057
7.333,-0.160, -0.044
7.347,-0.246, 0.060
7.342,-0.072, -0.083
7.335,-0.172, -0.065
7.337,-0.078, 0.054
7.287,0.401, -0.059
7.354,-0.392, 0.002
7.354,0.041, -0.077
7.267,0.014, -0.016
7.357,-0.273, 0.082
7.325,-0.209, 0.033
7.241,0.151, -0.013
7.330,0.154, -0.038
7.335,-0.121, -0.034
7.337,-0.078, 0.072
7.333,-0.026, -0.022
7.333,-0.197, -0.068
7.328,0.029, -0.013
7.354,0.289, -0.007
7.352,-0.044, 0.002
7.265,0.411, 0.124
7.337,0.258, -0.025
7.337,-0.121, -0.007
7.364,0.026, 0.030
7.245,0.197, -0.034
7.250,0.389, 0.008
7.352,0.301, -0.013
7.248,0.169, -0.111
7.328,0.408, 0.072
7.270,0.215, 0.011
7.352,0.371, 0.017
7.347,-0.136, 0.014
7.342,-0.243, -0.175
7.352,0.420, -0.056
7.270,0.350, -0.001
7.345,-0.172, -0.007
7.352,0.227, 0.097
7.340,-0.081, -0.025
7.345,0.105, 0.002
7.337,-0.090, -0.077
7.412,0.160, 0.048
7.340,-0.114, 0.002
7.349,-0.166, 0.002
7.313,0.209, 0.042
7.354,-0.108, 0.066
7.349,-0.041, -0.059
7.352,-0.035, -0.007
7.347,0.017, -0.013
7.349,0.066, -0.089
7.417,-0.111, 0.112
7.347,0.020, 0.024
7.337,0.234, -0.065
7.407,-0.163, 0.082
7.296,-0.139, -0.007
7.359,0.121, 0.020
7.371,0.133, 0.094
7.352,0.081, -0.019
7.364,0.151, 0.045
7.424,0.060, 0.078
7.349,-0.032, 0.103
7.354,-0.014, -0.062
7.333,-0.191, 0.024
7.364,0.035, 0.017
7.427,0.289, -0.010
7.337,-0.017, -0.102
7.366,-0.056, -0.053
7.362,-0.032, -0.007
7.359,-0.075, 0.075
7.359,-0.001, -0.108
7.357,-0.096, 0.133
7.364,-0.084, 0.024
7.364,-0.026, -0.025
7.364,-0.020, 0.008
7.374,-0.044, 0.033
7.352,-0.050, -0.086
7.354,-0.056, -0.102
7.364,-0.105, -0.028
7.364,-0.063, -0.053
7.357,0.096, 0.008
7.357,0.020, 0.091
7.357,0.044, 0.115
7.359,-0.093, -0.071
7.333,0.093, -0.022
7.354,0.124, -0.102
7.354,-0.151, -0.001
7.359,-0.001, 0.112
7.407,0.069, -0.016
7.352,-0.005, 0.017
7.434,0.124, 0.011
7.391,-0.001, 0.066
7.354,0.023, 0.124
7.417,0.050, 0.054
7.345,-0.124, -0.019
7.432,-0.334, 0.039
7.352,0.038, -0.050
7.366,0.060, -0.086
7.403,0.118, -0.025
7.345,0.096, 0.124
7.349,0.005, -0.041
7.376,0.050, -0.007
7.337,-0.072, -0.056
7.357,-0.261, -0.059
7.349,-0.249, 0.155
7.299,-0.102, -0.083
7.357,0.078, -0.001
7.342,-0.221, -0.050
7.337,-0.142, 0.020
7.347,0.169, -0.025
7.410,-0.423, 0.020
7.325,0.206, -0.044
7.424,-0.008, -0.053
7.407,-0.343, -0.004
7.347,0.047, -0.068
7.328,0.157, 0.078
7.318,-0.029, 0.030
7.313,-0.389, -0.010
7.417,-0.288, 0.106
7.340,-0.383, -0.038
7.282,0.084, -0.047
7.369,-0.429, 0.030
7.333,-0.209, -0.053
7.323,0.053, 0.017
7.333,-0.450, 0.005
7.335,0.163, -0.074
7.289,-0.404, -0.068
7.330,-0.252, 0.097
7.229,-0.246, 0.085
7.366,0.026, 0.033
7.318,0.096, -0.022
7.335,0.237, -0.019
7.333,0.234, 0.088
7.330,0.282, -0.102
7.330,0.218, 0.002
7.328,0.169, -0.038
7.323,-0.056, -0.059
7.340,-0.270, 0.036
7.342,0.142, -0.092
7.296,-0.224, 0.057
7.323,-0.291, 0.103
7.328,-0.133, 0.072
7.328,0.133, -0.019
7.316,-0.182, 0.011
7.328,-0.175, 0.036
7.342,-0.148, -0.001
7.323,-0.151, 0.075
7.219,-0.124, 0.136
7.318,-0.301, 0.020
7.231,-0.209, -0.056
7.316,0.050, -0.016
7.320,-0.276, 0.048
7.328,-0.056, 0.011
7.258,0.017, -0.019
7.328,-0.197, 0.060
7.345,-0.331, 0.054
7.328,0.276, 0.060
7.318,-0.041, -0.031
7.318,0.124, 0.066
7.241,-0.243, -0.102
7.308,-0.121, -0.041
7.291,-0.505, 0.030
7.313,-0.029, -0.050
7.340,0.118, -0.059
7.226,-0.438, 0.039
7.337,0.078, 0.103
7.308,0.087, -0.047
7.236,-0.316, 0.020
7.325,0.096, 0.048
7.342,-0.188, -0.016
7.233,-0.291, -0.056
